ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
402,Student_402,9.1,69,71.9,C,Pass,64.75
486,Student_486,9.1,58,87.9,B,Pass,71.05
595,Student_595,9.1,63,91.5,A,Pass,74.71
193,Student_193,9.1,61,86.5,B,Pass,71.11
204,Student_204,9.1,87,57.7,F,Pass,61.63
192,Student_192,9.1,83,61.0,D,Pass,62.41
746,Student_746,9.1,99,72.0,C,Pass,73.81
672,Student_672,9.1,86,48.4,F,Pass,55.75
409,Student_409,9.1,66,73.6,C,Pass,64.87
854,Student_854,9.1,97,63.7,D,Pass,68.23
368,Student_368,9.1,55,51.2,F,Pass,48.13
569,Student_569,9.1,51,52.8,F,Pass,47.89
122,Student_122,9.1,95,47.8,F,Pass,58.09
898,Student_898,9.1,71,43.7,F,Pass,48.43
759,Student_759,9.0,53,90.7,A,Pass,71.22
229,Student_229,9.0,62,65.9,D,Pass,59.04
474,Student_474,9.0,75,46.3,F,Pass,51.18
89,Student_89,9.0,67,65.9,D,Pass,60.54
119,Student_119,9.0,74,77.4,C,Pass,69.54
281,Student_281,9.0,83,52.2,F,Pass,57.12
199,Student_199,9.0,54,85.9,B,Pass,68.64
490,Student_490,9.0,80,49.5,F,Pass,54.6
646,Student_646,9.0,92,59.0,F,Pass,63.9
184,Student_184,8.9,60,83.0,B,Pass,68.69
949,Student_949,8.9,62,82.4,B,Pass,68.93
768,Student_768,8.9,67,89.3,B,Pass,74.57
736,Student_736,8.9,68,75.6,C,Pass,66.65
615,Student_615,8.9,84,75.9,C,Pass,71.63
555,Student_555,8.9,86,47.6,F,Pass,55.25
384,Student_384,8.9,65,97.4,A,Pass,78.83
265,Student_265,8.9,51,70.5,C,Pass,58.49
273,Student_273,8.8,62,67.7,D,Pass,60.1
81,Student_81,8.8,93,48.8,F,Pass,58.06
921,Student_921,8.8,74,40.9,F,Pass,47.62
530,Student_530,8.8,93,82.6,B,Pass,78.34
116,Student_116,8.8,53,88.8,B,Pass,70.06
468,Student_468,8.8,75,41.6,F,Pass,48.34
8,Student_8,8.8,70,67.9,D,Pass,62.62
575,Student_575,8.8,91,86.0,B,Pass,79.78
815,Student_815,8.8,75,97.4,A,Pass,81.82
680,Student_680,8.8,69,52.4,F,Pass,53.02
796,Student_796,8.8,75,99.3,A,Pass,82.96
869,Student_869,8.8,62,92.6,A,Pass,75.04
514,Student_514,8.8,67,78.1,C,Pass,67.84
352,Student_352,8.7,96,74.3,C,Pass,74.25
128,Student_128,8.7,53,89.7,B,Pass,70.59
253,Student_253,8.7,100,96.2,A,Pass,88.59
250,Student_250,8.7,54,50.6,F,Pass,47.43
892,Student_892,8.7,94,52.0,F,Pass,60.27
337,Student_337,8.7,95,66.0,D,Pass,68.97
397,Student_397,8.7,52,69.3,D,Pass,58.05
552,Student_552,8.7,80,68.3,D,Pass,65.85
220,Student_220,8.6,94,74.9,C,Pass,74.0
537,Student_537,8.6,81,89.7,B,Pass,78.98
377,Student_377,8.6,98,83.8,B,Pass,80.54
524,Student_524,8.6,85,44.8,F,Pass,53.24
812,Student_812,8.6,55,57.4,F,Pass,51.8
772,Student_772,8.6,68,59.1,F,Pass,56.72
726,Student_726,8.6,89,47.3,F,Pass,55.94
893,Student_893,8.5,91,46.6,F,Pass,56.11
315,Student_315,8.5,67,68.9,D,Pass,62.29
932,Student_932,8.5,93,45.3,F,Pass,55.93
166,Student_166,8.5,91,55.3,F,Pass,61.33
63,Student_63,8.5,92,58.3,F,Pass,63.43
525,Student_525,8.5,94,83.9,B,Pass,79.39
717,Student_717,8.5,92,43.1,F,Pass,54.31
944,Student_944,8.5,81,71.4,C,Pass,67.99
990,Student_990,8.4,54,84.9,B,Pass,67.98
770,Student_770,8.4,90,95.0,A,Pass,84.84
681,Student_681,8.4,99,71.0,C,Pass,73.14
907,Student_907,8.4,57,83.4,B,Pass,67.98
404,Student_404,8.4,64,60.8,D,Pass,56.52
438,Student_438,8.4,90,67.5,D,Pass,68.34
508,Student_508,8.4,75,88.2,B,Pass,76.26
127,Student_127,8.4,73,64.8,D,Pass,61.62
293,Student_293,8.4,83,52.1,F,Pass,57.0
187,Student_187,8.4,77,40.7,F,Pass,48.36
445,Student_445,8.3,66,64.7,D,Pass,59.45
504,Student_504,8.3,65,66.4,D,Pass,60.17
36,Student_36,8.3,64,86.9,B,Pass,72.17
390,Student_390,8.3,78,94.4,A,Pass,80.87
74,Student_74,8.3,74,95.4,A,Pass,80.27
708,Student_708,8.3,81,94.5,A,Pass,81.83
379,Student_379,8.3,73,49.5,F,Pass,52.43
121,Student_121,8.3,50,65.6,D,Pass,55.19
271,Student_271,8.3,51,85.7,B,Pass,67.55
518,Student_518,8.3,62,49.7,F,Pass,49.25
114,Student_114,8.3,79,70.6,C,Pass,66.89
531,Student_531,8.3,67,58.9,F,Pass,56.27
738,Student_738,8.3,65,78.2,C,Pass,67.25
272,Student_272,8.3,81,49.6,F,Pass,54.89
732,Student_732,8.3,95,96.5,A,Pass,87.23
991,Student_991,8.2,93,59.1,F,Pass,64.18
386,Student_386,8.2,57,43.4,F,Pass,43.96
885,Student_885,8.2,91,91.9,A,Pass,83.26
821,Student_821,8.2,86,57.3,F,Pass,61.0
117,Student_117,8.2,67,76.9,C,Pass,67.06
924,Student_924,8.2,85,84.4,B,Pass,76.96
68,Student_68,8.2,88,60.8,D,Pass,63.7
775,Student_775,8.2,50,76.1,C,Pass,61.48
280,Student_280,8.2,80,88.0,B,Pass,77.62
728,Student_728,8.2,61,85.1,B,Pass,70.18
309,Student_309,8.2,71,40.2,F,Pass,46.24
277,Student_277,8.2,90,99.5,A,Pass,87.52
231,Student_231,8.2,82,76.8,C,Pass,71.5
26,Student_26,8.1,59,99.5,A,Pass,78.21
422,Student_422,8.1,66,76.5,C,Pass,66.51
756,Student_756,8.1,80,60.6,D,Pass,61.17
649,Student_649,8.1,86,76.1,C,Pass,72.27
572,Student_572,8.1,85,79.2,C,Pass,73.83
760,Student_760,8.1,83,81.5,B,Pass,74.61
200,Student_200,8.0,60,55.9,F,Pass,52.34
550,Student_550,8.0,79,61.1,D,Pass,61.16
52,Student_52,8.0,88,99.5,A,Pass,86.9
861,Student_861,8.0,57,83.3,B,Pass,67.88
394,Student_394,8.0,95,67.0,D,Pass,69.5
71,Student_71,8.0,53,89.3,B,Pass,70.28
451,Student_451,8.0,71,67.6,D,Pass,62.66
689,Student_689,7.9,80,74.3,C,Pass,69.37
158,Student_158,7.9,54,67.6,D,Pass,57.55
919,Student_919,7.9,88,89.7,B,Pass,81.01
77,Student_77,7.9,82,85.9,B,Pass,76.93
297,Student_297,7.9,86,48.9,F,Pass,55.93
432,Student_432,7.9,81,91.6,A,Pass,80.05
535,Student_535,7.9,71,61.5,D,Pass,58.99
767,Student_767,7.9,83,87.9,B,Pass,78.43
95,Student_95,7.9,78,53.0,F,Pass,55.99
982,Student_982,7.9,82,48.6,F,Pass,54.55
399,Student_399,7.8,93,43.8,F,Pass,54.96
108,Student_108,7.8,50,48.5,F,Pass,44.88
559,Student_559,7.8,69,44.2,F,Pass,48.0
332,Student_332,7.8,100,87.3,B,Pass,83.16
711,Student_711,7.8,96,58.6,F,Pass,64.74
448,Student_448,7.8,81,43.7,F,Pass,51.3
420,Student_420,7.8,60,67.8,D,Pass,59.46
93,Student_93,7.8,88,46.3,F,Pass,54.96
389,Student_389,7.8,66,54.8,F,Pass,53.46
400,Student_400,7.8,73,94.4,A,Pass,79.32
266,Student_266,7.7,63,57.9,F,Pass,54.41
654,Student_654,7.7,93,75.5,C,Pass,73.97
724,Student_724,7.7,57,67.4,D,Pass,58.31
463,Student_463,7.7,90,92.2,A,Pass,83.09
743,Student_743,7.7,75,47.2,F,Pass,51.59
764,Student_764,7.7,87,58.4,F,Pass,61.91
620,Student_620,7.7,61,94.2,A,Pass,75.59
628,Student_628,7.7,52,87.7,B,Pass,68.99
852,Student_852,7.7,63,77.2,C,Pass,65.99
720,Student_720,7.6,99,76.2,C,Pass,76.18
76,Student_76,7.6,67,76.4,C,Pass,66.7
87,Student_87,7.6,62,73.0,C,Pass,63.16
829,Student_829,7.6,55,72.5,C,Pass,60.76
385,Student_385,7.6,76,44.1,F,Pass,50.02
3,Student_3,7.6,65,80.2,B,Pass,68.38
973,Student_973,7.6,95,77.5,C,Pass,75.76
806,Student_806,7.6,52,41.9,F,Pass,41.5
326,Student_326,7.6,60,69.9,D,Pass,60.7
160,Student_160,7.6,72,93.5,A,Pass,78.46
985,Student_985,7.6,88,69.8,D,Pass,69.04
960,Student_960,7.6,98,59.3,F,Pass,65.74
779,Student_779,7.5,70,50.0,F,Pass,51.75
305,Student_305,7.5,53,75.6,C,Pass,62.01
778,Student_778,7.5,74,62.5,D,Pass,60.45
197,Student_197,7.5,89,45.9,F,Pass,54.99
891,Student_891,7.5,93,97.4,A,Pass,87.09
967,Student_967,7.5,75,78.9,C,Pass,70.59
236,Student_236,7.5,89,93.2,A,Pass,83.37
510,Student_510,7.5,90,98.0,A,Pass,86.55
631,Student_631,7.4,59,99.7,A,Pass,78.26
877,Student_877,7.4,93,62.5,D,Pass,66.14
92,Student_92,7.4,84,66.4,D,Pass,65.78
10,Student_10,7.4,72,73.7,C,Pass,66.56
322,Student_322,7.4,84,80.6,B,Pass,74.3
439,Student_439,7.4,57,69.1,D,Pass,59.3
801,Student_801,7.4,63,41.7,F,Pass,44.66
75,Student_75,7.4,62,69.2,D,Pass,60.86
215,Student_215,7.4,54,98.1,A,Pass,75.8
338,Student_338,7.3,83,45.3,F,Pass,52.81
138,Student_138,7.3,62,72.1,C,Pass,62.59
561,Student_561,7.3,99,91.3,A,Pass,85.21
799,Student_799,7.3,57,48.4,F,Pass,46.87
992,Student_992,7.3,76,40.0,F,Pass,47.53
436,Student_436,7.3,82,72.6,C,Pass,68.89
382,Student_382,7.3,64,85.1,B,Pass,70.99
267,Student_267,7.3,62,73.9,C,Pass,63.67
501,Student_501,7.3,56,93.6,A,Pass,73.69
482,Student_482,7.3,89,57.2,F,Pass,61.75
258,Student_258,7.3,81,89.1,B,Pass,78.49
316,Student_316,7.3,99,78.5,C,Pass,77.53
268,Student_268,7.3,78,81.3,B,Pass,72.91
279,Student_279,7.3,89,64.1,D,Pass,65.89
212,Student_212,7.2,97,78.6,C,Pass,76.98
505,Student_505,7.2,53,76.9,C,Pass,62.76
39,Student_39,7.2,100,58.2,F,Pass,65.64
610,Student_610,7.2,55,45.8,F,Pass,44.7
781,Student_781,7.2,50,48.6,F,Pass,44.88
419,Student_419,7.1,57,73.9,C,Pass,62.15
710,Student_710,7.1,54,76.5,C,Pass,62.81
374,Student_374,7.1,64,83.7,B,Pass,70.13
648,Student_648,7.1,96,86.4,B,Pass,81.35
171,Student_171,7.1,73,78.2,C,Pass,69.53
733,Student_733,7.0,53,80.1,B,Pass,64.66
597,Student_597,7.0,51,94.6,A,Pass,72.76
895,Student_895,7.0,62,66.3,D,Pass,59.08
544,Student_544,7.0,78,48.5,F,Pass,53.2
684,Student_684,7.0,83,53.1,F,Pass,57.46
46,Student_46,7.0,80,63.8,D,Pass,62.98
208,Student_208,7.0,75,52.3,F,Pass,54.58
548,Student_548,7.0,61,79.1,C,Pass,66.46
842,Student_842,7.0,85,74.8,C,Pass,71.08
882,Student_882,7.0,56,70.7,C,Pass,59.92
952,Student_952,7.0,84,64.2,D,Pass,64.42
971,Student_971,7.0,88,67.0,D,Pass,67.3
221,Student_221,6.9,81,84.9,B,Pass,75.93
213,Student_213,6.9,62,71.8,C,Pass,62.37
943,Student_943,6.9,56,97.3,A,Pass,75.87
887,Student_887,6.9,69,64.5,D,Pass,60.09
353,Student_353,6.9,63,75.3,C,Pass,64.77
186,Student_186,6.9,52,44.3,F,Pass,42.87
323,Student_323,6.9,61,88.3,B,Pass,71.97
878,Student_878,6.9,59,57.1,F,Pass,52.65
356,Student_356,6.8,60,60.1,D,Pass,54.74
201,Student_201,6.8,83,41.3,F,Pass,50.36
592,Student_592,6.8,72,84.4,B,Pass,72.92
462,Student_462,6.8,82,92.8,A,Pass,80.96
873,Student_873,6.8,79,98.9,A,Pass,83.72
780,Student_780,6.8,64,65.8,D,Pass,59.36
239,Student_239,6.8,97,89.0,B,Pass,83.18
219,Student_219,6.8,89,76.1,C,Pass,73.04
278,Student_278,6.8,66,46.0,F,Pass,48.08
362,Student_362,6.8,78,57.9,F,Pass,58.82
585,Student_585,6.7,82,91.9,A,Pass,80.41
88,Student_88,6.7,62,97.9,A,Pass,78.01
115,Student_115,6.7,99,99.8,A,Pass,90.25
383,Student_383,6.7,93,79.4,C,Pass,76.21
347,Student_347,6.7,78,87.1,B,Pass,76.33
162,Student_162,6.7,58,87.2,B,Pass,70.39
102,Student_102,6.7,59,43.5,F,Pass,44.47
415,Student_415,6.7,97,98.9,A,Pass,89.11
840,Student_840,6.7,64,73.5,C,Pass,63.97
304,Student_304,6.7,99,93.2,A,Pass,86.29
163,Student_163,6.7,84,58.9,F,Pass,61.21
194,Student_194,6.7,91,79.7,C,Pass,75.79
481,Student_481,6.7,98,71.4,C,Pass,72.91
230,Student_230,6.7,94,66.4,D,Pass,68.71
613,Student_613,6.7,77,68.1,D,Pass,64.63
433,Student_433,6.6,60,83.4,B,Pass,68.7
625,Student_625,6.6,80,51.1,F,Pass,55.32
750,Student_750,6.6,90,57.7,F,Pass,62.28
753,Student_753,6.6,62,42.6,F,Pass,44.82
757,Student_757,6.6,90,83.8,B,Pass,77.94
484,Student_484,6.6,52,74.7,C,Pass,61.08
492,Student_492,6.6,90,87.6,B,Pass,80.22
350,Student_350,6.6,81,90.4,A,Pass,79.2
574,Student_574,6.6,88,92.3,A,Pass,82.44
560,Student_560,6.6,73,50.5,F,Pass,52.86
545,Student_545,6.6,64,60.9,D,Pass,56.4
82,Student_82,6.6,51,62.1,D,Pass,53.22
299,Student_299,6.6,71,92.6,A,Pass,77.52
913,Student_913,6.6,86,56.7,F,Pass,60.48
542,Student_542,6.5,100,46.0,F,Pass,58.25
346,Student_346,6.5,64,78.2,C,Pass,66.77
794,Student_794,6.5,93,61.9,D,Pass,65.69
804,Student_804,6.5,95,63.1,D,Pass,67.01
663,Student_663,6.5,51,76.0,C,Pass,61.55
696,Student_696,6.5,69,46.8,F,Pass,49.43
205,Student_205,6.5,57,86.2,B,Pass,69.47
261,Student_261,6.5,88,90.4,A,Pass,81.29
31,Student_31,6.5,75,77.4,C,Pass,69.59
21,Student_21,6.5,90,87.7,B,Pass,80.27
147,Student_147,6.5,94,72.9,C,Pass,72.59
328,Student_328,6.5,55,43.5,F,Pass,43.25
511,Student_511,6.5,91,65.1,D,Pass,67.01
9,Student_9,6.4,66,43.6,F,Pass,46.6
980,Student_980,6.4,58,73.2,C,Pass,61.96
4,Student_4,6.4,73,99.6,A,Pass,82.3
977,Student_977,6.4,82,82.8,B,Pass,74.92
55,Student_55,6.4,80,95.8,A,Pass,82.12
962,Student_962,6.4,88,53.6,F,Pass,59.2
712,Student_712,6.4,71,89.4,B,Pass,75.58
950,Student_950,6.4,74,43.0,F,Pass,48.64
521,Student_521,6.3,100,71.6,C,Pass,73.59
566,Student_566,6.3,85,81.6,B,Pass,75.09
170,Student_170,6.3,66,67.7,D,Pass,61.05
485,Student_485,6.3,55,78.1,C,Pass,63.99
358,Student_358,6.3,52,41.5,F,Pass,41.13
787,Student_787,6.3,78,78.2,C,Pass,70.95
792,Student_792,6.3,98,80.6,B,Pass,78.39
817,Student_817,6.3,61,93.3,A,Pass,74.91
29,Student_29,6.3,66,90.5,A,Pass,74.73
464,Student_464,6.3,62,54.3,F,Pass,51.81
290,Student_290,6.3,59,85.7,B,Pass,69.75
647,Student_647,6.3,86,66.1,D,Pass,66.09
653,Student_653,6.3,98,77.9,C,Pass,76.77
497,Student_497,6.3,99,99.0,A,Pass,89.73
994,Student_994,6.3,70,42.8,F,Pass,47.31
233,Student_233,6.2,73,54.4,F,Pass,55.16
839,Student_839,6.2,96,98.0,A,Pass,88.22
360,Student_360,6.2,93,56.4,F,Pass,62.36
414,Student_414,6.2,87,83.8,B,Pass,77.0
803,Student_803,6.2,51,97.8,A,Pass,74.6
940,Student_940,6.2,64,88.5,B,Pass,72.92
285,Student_285,6.2,97,51.3,F,Pass,60.5
904,Student_904,6.2,59,41.1,F,Pass,42.98
94,Student_94,6.1,95,78.4,C,Pass,76.15
859,Student_859,6.1,77,97.8,A,Pass,82.39
687,Student_687,6.1,78,60.3,D,Pass,60.19
969,Student_969,6.1,91,93.3,A,Pass,83.89
222,Student_222,6.1,78,88.7,B,Pass,77.23
259,Student_259,6.1,92,52.8,F,Pass,59.89
798,Student_798,6.1,84,81.3,B,Pass,74.59
766,Student_766,6.1,55,66.8,D,Pass,57.19
660,Student_660,6.1,69,69.3,D,Pass,62.89
942,Student_942,6.0,77,44.3,F,Pass,50.28
188,Student_188,6.0,78,97.4,A,Pass,82.44
553,Student_553,6.0,73,98.7,A,Pass,81.72
327,Student_327,6.0,82,44.6,F,Pass,51.96
478,Student_478,6.0,83,86.5,B,Pass,77.4
256,Student_256,6.0,91,47.9,F,Pass,56.64
686,Student_686,6.0,99,46.5,F,Pass,58.2
866,Student_866,6.0,67,47.5,F,Pass,49.2
915,Student_915,6.0,99,97.4,A,Pass,88.74
554,Student_554,6.0,69,78.0,C,Pass,68.1
534,Student_534,6.0,68,67.6,D,Pass,61.56
426,Student_426,5.9,79,53.5,F,Pass,56.39
748,Student_748,5.9,58,40.7,F,Pass,42.41
288,Student_288,5.9,79,73.3,C,Pass,68.27
211,Student_211,5.9,86,86.5,B,Pass,78.29
303,Student_303,5.9,85,83.3,B,Pass,76.07
364,Student_364,5.9,96,55.6,F,Pass,62.75
928,Student_928,5.9,54,79.5,C,Pass,64.49
66,Student_66,5.9,72,50.4,F,Pass,52.43
321,Student_321,5.9,85,76.2,C,Pass,71.81
782,Student_782,5.9,61,93.4,A,Pass,74.93
120,Student_120,5.9,97,71.6,C,Pass,72.65
49,Student_49,5.9,84,70.9,C,Pass,68.33
825,Student_825,5.8,64,60.4,D,Pass,56.02
502,Student_502,5.8,60,79.3,C,Pass,66.16
634,Student_634,5.8,61,43.8,F,Pass,45.16
701,Student_701,5.8,91,82.1,B,Pass,77.14
652,Student_652,5.8,98,76.4,C,Pass,75.82
302,Student_302,5.8,81,66.9,D,Pass,65.02
164,Student_164,5.8,69,81.3,B,Pass,70.06
758,Student_758,5.8,60,79.1,C,Pass,66.04
189,Student_189,5.8,58,84.3,B,Pass,68.56
637,Student_637,5.8,50,46.9,F,Pass,43.72
97,Student_97,5.7,78,79.0,C,Pass,71.37
48,Student_48,5.7,88,76.0,C,Pass,72.57
475,Student_475,5.7,95,79.4,C,Pass,76.71
480,Student_480,5.7,93,52.2,F,Pass,59.79
934,Student_934,5.7,82,44.7,F,Pass,51.99
863,Student_863,5.7,91,92.2,A,Pass,83.19
957,Student_957,5.7,91,95.8,A,Pass,85.35
816,Student_816,5.7,74,58.8,F,Pass,58.05
18,Student_18,5.7,61,85.4,B,Pass,70.11
551,Student_551,5.7,70,90.5,A,Pass,75.87
549,Student_549,5.7,98,77.3,C,Pass,76.35
264,Student_264,5.7,85,75.4,C,Pass,71.31
296,Student_296,5.7,79,59.6,F,Pass,60.03
734,Student_734,5.7,82,80.7,B,Pass,73.59
793,Student_793,5.6,84,76.3,C,Pass,71.54
104,Student_104,5.6,74,43.5,F,Pass,48.86
693,Student_693,5.6,72,63.8,D,Pass,60.44
275,Student_275,5.6,76,54.8,F,Pass,56.24
28,Student_28,5.6,56,72.4,C,Pass,60.8
130,Student_130,5.6,86,86.2,B,Pass,78.08
173,Student_173,5.6,81,93.7,A,Pass,81.08
571,Student_571,5.6,83,58.2,F,Pass,60.38
307,Student_307,5.6,66,64.8,D,Pass,59.24
986,Student_986,5.5,53,57.1,F,Pass,50.71
148,Student_148,5.5,95,67.3,D,Pass,69.43
351,Student_351,5.5,51,63.0,D,Pass,53.65
143,Student_143,5.5,57,88.1,B,Pass,70.51
744,Student_744,5.5,77,94.1,A,Pass,80.11
609,Student_609,5.5,88,72.4,C,Pass,70.39
232,Student_232,5.5,55,96.6,A,Pass,75.01
276,Student_276,5.5,98,83.6,B,Pass,80.11
650,Student_650,5.5,61,93.6,A,Pass,75.01
42,Student_42,5.5,99,45.3,F,Pass,57.43
979,Student_979,5.5,52,88.2,B,Pass,69.07
849,Student_849,5.5,71,92.8,A,Pass,77.53
403,Student_403,5.5,95,64.7,D,Pass,67.87
835,Student_835,5.5,70,51.7,F,Pass,52.57
341,Student_341,5.4,66,84.1,B,Pass,70.8
579,Student_579,5.4,52,94.4,A,Pass,72.78
96,Student_96,5.4,98,77.2,C,Pass,76.26
424,Student_424,5.4,70,46.8,F,Pass,49.62
922,Student_922,5.4,67,84.3,B,Pass,71.22
234,Student_234,5.4,68,47.3,F,Pass,49.32
154,Student_154,5.4,98,84.2,B,Pass,80.46
583,Student_583,5.4,70,66.8,D,Pass,61.62
456,Student_456,5.4,89,49.9,F,Pass,57.18
970,Student_970,5.3,81,70.2,C,Pass,66.95
339,Student_339,5.3,78,53.2,F,Pass,55.85
342,Student_342,5.3,84,99.9,A,Pass,85.67
596,Student_596,5.3,63,57.5,F,Pass,53.93
700,Student_700,5.3,99,69.6,D,Pass,71.99
858,Student_858,5.2,96,53.7,F,Pass,61.54
495,Student_495,5.2,57,94.4,A,Pass,74.26
90,Student_90,5.2,81,58.7,F,Pass,60.04
458,Student_458,5.2,99,85.4,B,Pass,81.46
627,Student_627,5.2,59,54.4,F,Pass,50.86
741,Student_741,5.2,54,92.4,A,Pass,72.16
526,Student_526,5.2,57,51.2,F,Pass,48.34
789,Student_789,5.2,82,44.3,F,Pass,51.7
713,Student_713,5.2,96,97.3,A,Pass,87.7
287,Student_287,5.2,68,87.0,B,Pass,73.12
25,Student_25,5.1,81,49.1,F,Pass,54.27
862,Student_862,5.1,65,72.0,C,Pass,63.21
363,Student_363,5.1,70,96.4,A,Pass,79.35
830,Student_830,5.1,95,85.7,B,Pass,80.43
483,Student_483,5.1,60,87.6,B,Pass,71.07
491,Student_491,5.1,81,81.8,B,Pass,73.89
606,Student_606,5.1,74,92.4,A,Pass,78.15
539,Student_539,5.1,52,50.4,F,Pass,46.35
809,Student_809,5.1,57,41.4,F,Pass,42.45
581,Student_581,5.1,67,73.6,C,Pass,64.77
864,Student_864,5.0,85,47.8,F,Pass,54.68
416,Student_416,5.0,71,55.4,F,Pass,55.04
1000,Student_1000,5.0,93,54.8,F,Pass,61.28
40,Student_40,5.0,97,55.8,F,Pass,63.08
636,Student_636,5.0,90,75.9,C,Pass,73.04
739,Student_739,5.0,63,94.8,A,Pass,76.28
311,Student_311,5.0,59,61.3,D,Pass,54.98
