ID,Name,StudyHours,Attendance,Marks,Grade,Result,PerformanceScore
622,Student_622,2.9,94,80.1,B,Pass,76.55
20,Student_20,3.6,75,79.9,C,Pass,70.8
407,Student_407,4.5,63,79.8,C,Pass,67.23
194,Student_194,6.7,91,79.7,C,Pass,75.79
5,Student_5,2.4,68,79.7,C,Pass,68.46
172,Student_172,1.1,52,79.6,C,Pass,63.47
928,Student_928,5.9,54,79.5,C,Pass,64.49
249,Student_249,9.7,56,79.4,C,Pass,65.41
383,Student_383,6.7,93,79.4,C,Pass,76.21
223,Student_223,1.8,100,79.4,C,Pass,77.82
475,Student_475,5.7,95,79.4,C,Pass,76.71
502,Student_502,5.8,60,79.3,C,Pass,66.16
417,Student_417,3.6,51,79.3,C,Pass,63.24
572,Student_572,8.1,85,79.2,C,Pass,73.83
548,Student_548,7.0,61,79.1,C,Pass,66.46
661,Student_661,4.2,99,79.1,C,Pass,77.58
446,Student_446,9.5,61,79.1,C,Pass,66.71
758,Student_758,5.8,60,79.1,C,Pass,66.04
97,Student_97,5.7,78,79.0,C,Pass,71.37
967,Student_967,7.5,75,78.9,C,Pass,70.59
786,Student_786,9.2,68,78.7,C,Pass,68.54
237,Student_237,3.5,77,78.7,C,Pass,70.67
565,Student_565,4.2,90,78.6,C,Pass,74.58
344,Student_344,4.9,90,78.6,C,Pass,74.65
212,Student_212,7.2,97,78.6,C,Pass,76.98
70,Student_70,9.9,98,78.5,C,Pass,77.49
316,Student_316,7.3,99,78.5,C,Pass,77.53
94,Student_94,6.1,95,78.4,C,Pass,76.15
963,Student_963,3.2,73,78.4,C,Pass,69.26
716,Student_716,9.4,75,78.2,C,Pass,70.36
171,Student_171,7.1,73,78.2,C,Pass,69.53
174,Student_174,3.0,84,78.2,C,Pass,72.42
346,Student_346,6.5,64,78.2,C,Pass,66.77
787,Student_787,6.3,78,78.2,C,Pass,70.95
738,Student_738,8.3,65,78.2,C,Pass,67.25
270,Student_270,3.6,88,78.2,C,Pass,73.68
485,Student_485,6.3,55,78.1,C,Pass,63.99
514,Student_514,8.8,67,78.1,C,Pass,67.84
554,Student_554,6.0,69,78.0,C,Pass,68.1
666,Student_666,2.4,69,78.0,C,Pass,67.74
653,Student_653,6.3,98,77.9,C,Pass,76.77
988,Student_988,4.9,98,77.8,C,Pass,76.57
902,Student_902,1.2,58,77.6,C,Pass,64.08
845,Student_845,2.3,64,77.6,C,Pass,65.99
206,Student_206,1.1,54,77.5,C,Pass,62.81
973,Student_973,7.6,95,77.5,C,Pass,75.76
119,Student_119,9.0,74,77.4,C,Pass,69.54
31,Student_31,6.5,75,77.4,C,Pass,69.59
549,Student_549,5.7,98,77.3,C,Pass,76.35
96,Student_96,5.4,98,77.2,C,Pass,76.26
852,Student_852,7.7,63,77.2,C,Pass,65.99
310,Student_310,3.4,66,77.2,C,Pass,66.46
695,Student_695,2.0,87,77.0,C,Pass,72.5
284,Student_284,1.8,84,77.0,C,Pass,71.58
117,Student_117,8.2,67,76.9,C,Pass,67.06
210,Student_210,2.4,55,76.9,C,Pass,62.88
505,Student_505,7.2,53,76.9,C,Pass,62.76
931,Student_931,2.3,84,76.8,C,Pass,71.51
740,Student_740,4.4,97,76.8,C,Pass,75.62
231,Student_231,8.2,82,76.8,C,Pass,71.5
380,Student_380,3.5,61,76.6,C,Pass,64.61
678,Student_678,4.6,61,76.6,C,Pass,64.72
710,Student_710,7.1,54,76.5,C,Pass,62.81
422,Student_422,8.1,66,76.5,C,Pass,66.51
76,Student_76,7.6,67,76.4,C,Pass,66.7
652,Student_652,5.8,98,76.4,C,Pass,75.82
793,Student_793,5.6,84,76.3,C,Pass,71.54
720,Student_720,7.6,99,76.2,C,Pass,76.18
965,Student_965,3.6,68,76.2,C,Pass,66.48
321,Student_321,5.9,85,76.2,C,Pass,71.81
818,Student_818,4.6,54,76.2,C,Pass,62.38
649,Student_649,8.1,86,76.1,C,Pass,72.27
219,Student_219,6.8,89,76.1,C,Pass,73.04
775,Student_775,8.2,50,76.1,C,Pass,61.48
48,Student_48,5.7,88,76.0,C,Pass,72.57
663,Student_663,6.5,51,76.0,C,Pass,61.55
636,Student_636,5.0,90,75.9,C,Pass,73.04
615,Student_615,8.9,84,75.9,C,Pass,71.63
340,Student_340,1.9,53,75.9,C,Pass,61.63
623,Student_623,4.3,72,75.6,C,Pass,67.39
305,Student_305,7.5,53,75.6,C,Pass,62.01
736,Student_736,8.9,68,75.6,C,Pass,66.65
654,Student_654,7.7,93,75.5,C,Pass,73.97
264,Student_264,5.7,85,75.4,C,Pass,71.31
314,Student_314,9.7,75,75.3,C,Pass,68.65
353,Student_353,6.9,63,75.3,C,Pass,64.77
630,Student_630,3.3,65,75.0,C,Pass,64.83
773,Student_773,2.1,94,74.9,C,Pass,73.35
220,Student_220,8.6,94,74.9,C,Pass,74.0
842,Student_842,7.0,85,74.8,C,Pass,71.08
318,Student_318,2.6,96,74.8,C,Pass,73.94
484,Student_484,6.6,52,74.7,C,Pass,61.08
752,Student_752,9.5,97,74.6,C,Pass,74.81
884,Student_884,1.9,91,74.6,C,Pass,72.25
890,Student_890,3.2,50,74.4,C,Pass,59.96
352,Student_352,8.7,96,74.3,C,Pass,74.25
643,Student_643,2.9,50,74.3,C,Pass,59.87
689,Student_689,7.9,80,74.3,C,Pass,69.37
851,Student_851,1.6,83,74.2,C,Pass,69.58
419,Student_419,7.1,57,73.9,C,Pass,62.15
267,Student_267,7.3,62,73.9,C,Pass,63.67
10,Student_10,7.4,72,73.7,C,Pass,66.56
429,Student_429,4.2,96,73.7,C,Pass,73.44
319,Student_319,2.4,78,73.7,C,Pass,67.86
320,Student_320,3.3,61,73.6,C,Pass,62.79
520,Student_520,2.4,94,73.6,C,Pass,72.6
581,Student_581,5.1,67,73.6,C,Pass,64.77
409,Student_409,9.1,66,73.6,C,Pass,64.87
755,Student_755,2.3,62,73.5,C,Pass,62.93
840,Student_840,6.7,64,73.5,C,Pass,63.97
6,Student_6,2.4,57,73.5,C,Pass,61.44
282,Student_282,4.0,73,73.3,C,Pass,66.28
288,Student_288,5.9,79,73.3,C,Pass,68.27
980,Student_980,6.4,58,73.2,C,Pass,61.96
44,Student_44,9.2,78,73.2,C,Pass,68.24
87,Student_87,7.6,62,73.0,C,Pass,63.16
147,Student_147,6.5,94,72.9,C,Pass,72.59
586,Student_586,3.2,84,72.8,C,Pass,69.2
447,Student_447,9.9,95,72.7,C,Pass,73.11
251,Student_251,3.7,92,72.7,C,Pass,71.59
857,Student_857,1.3,78,72.6,C,Pass,67.09
436,Student_436,7.3,82,72.6,C,Pass,68.89
826,Student_826,9.3,92,72.5,C,Pass,72.03
263,Student_263,2.3,67,72.5,C,Pass,63.83
829,Student_829,7.6,55,72.5,C,Pass,60.76
28,Student_28,5.6,56,72.4,C,Pass,60.8
609,Student_609,5.5,88,72.4,C,Pass,70.39
529,Student_529,1.5,100,72.4,C,Pass,73.59
472,Student_472,9.7,87,72.3,C,Pass,70.45
138,Student_138,7.3,62,72.1,C,Pass,62.59
15,Student_15,2.6,74,72.1,C,Pass,65.72
862,Student_862,5.1,65,72.0,C,Pass,63.21
746,Student_746,9.1,99,72.0,C,Pass,73.81
489,Student_489,9.6,88,72.0,C,Pass,70.56
402,Student_402,9.1,69,71.9,C,Pass,64.75
213,Student_213,6.9,62,71.8,C,Pass,62.37
120,Student_120,5.9,97,71.6,C,Pass,72.65
521,Student_521,6.3,100,71.6,C,Pass,73.59
944,Student_944,8.5,81,71.4,C,Pass,67.99
481,Student_481,6.7,98,71.4,C,Pass,72.91
430,Student_430,2.1,80,71.4,C,Pass,67.05
30,Student_30,1.4,72,71.3,C,Pass,64.52
459,Student_459,1.5,82,71.2,C,Pass,67.47
981,Student_981,4.0,57,71.2,C,Pass,60.22
361,Student_361,4.5,77,71.1,C,Pass,66.21
681,Student_681,8.4,99,71.0,C,Pass,73.14
333,Student_333,1.1,60,71.0,C,Pass,60.71
644,Student_644,3.9,69,71.0,C,Pass,63.69
49,Student_49,5.9,84,70.9,C,Pass,68.33
567,Student_567,4.5,83,70.8,C,Pass,67.83
690,Student_690,2.7,96,70.8,C,Pass,71.55
449,Student_449,4.4,64,70.8,C,Pass,62.12
993,Student_993,3.4,81,70.7,C,Pass,67.06
657,Student_657,3.6,64,70.7,C,Pass,61.98
882,Student_882,7.0,56,70.7,C,Pass,59.92
180,Student_180,2.2,53,70.7,C,Pass,58.54
114,Student_114,8.3,79,70.6,C,Pass,66.89
901,Student_901,2.9,75,70.6,C,Pass,65.15
265,Student_265,8.9,51,70.5,C,Pass,58.49
260,Student_260,1.9,79,70.4,C,Pass,66.13
91,Student_91,2.1,81,70.4,C,Pass,66.75
665,Student_665,1.9,86,70.4,C,Pass,68.23
509,Student_509,9.5,52,70.3,C,Pass,58.73
802,Student_802,2.4,59,70.3,C,Pass,60.12
79,Student_79,4.2,94,70.2,C,Pass,70.74
970,Student_970,5.3,81,70.2,C,Pass,66.95
947,Student_947,2.2,58,70.0,C,Pass,59.62
326,Student_326,7.6,60,69.9,D,Pass,60.7
473,Student_473,1.4,88,69.9,D,Pass,68.48
51,Student_51,9.7,91,69.8,D,Pass,70.15
985,Student_985,7.6,88,69.8,D,Pass,69.04
375,Student_375,1.6,83,69.8,D,Pass,66.94
700,Student_700,5.3,99,69.6,D,Pass,71.99
883,Student_883,1.2,98,69.5,D,Pass,71.22
397,Student_397,8.7,52,69.3,D,Pass,58.05
846,Student_846,4.7,53,69.3,D,Pass,57.95
660,Student_660,6.1,69,69.3,D,Pass,62.89
151,Student_151,9.2,83,69.3,D,Pass,67.4
933,Student_933,9.9,83,69.3,D,Pass,67.47
145,Student_145,3.6,78,69.3,D,Pass,65.34
751,Student_751,2.1,74,69.2,D,Pass,63.93
75,Student_75,7.4,62,69.2,D,Pass,60.86
800,Student_800,9.3,95,69.1,D,Pass,70.89
439,Student_439,7.4,57,69.1,D,Pass,59.3
371,Student_371,1.9,52,69.0,D,Pass,57.19
874,Student_874,4.7,60,69.0,D,Pass,59.87
133,Student_133,2.1,55,68.9,D,Pass,58.05
676,Student_676,9.8,100,68.9,D,Pass,72.32
315,Student_315,8.5,67,68.9,D,Pass,62.29
155,Student_155,9.9,52,68.6,D,Pass,57.75
961,Student_961,1.7,60,68.6,D,Pass,59.33
905,Student_905,4.8,73,68.6,D,Pass,63.54
856,Student_856,2.7,76,68.5,D,Pass,64.17
670,Student_670,3.6,84,68.3,D,Pass,66.54
532,Student_532,10.0,55,68.3,D,Pass,58.48
552,Student_552,8.7,80,68.3,D,Pass,65.85
613,Student_613,6.7,77,68.1,D,Pass,64.63
8,Student_8,8.8,70,67.9,D,Pass,62.62
420,Student_420,7.8,60,67.8,D,Pass,59.46
470,Student_470,9.7,88,67.8,D,Pass,68.05
872,Student_872,3.4,74,67.8,D,Pass,63.22
444,Student_444,4.3,90,67.7,D,Pass,68.05
